CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD ASISITENCIAL,CODPAT,DEPENDENCIA PATRIMONIAL,CODFU,DEPENDENCIA FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL
400030,HOSPITAL GENERAL DE SEGOVIA,"LUIS ERIK CLAVERÍA NEURÓLOGO, S/NÚM",921419100,,921419149,401945,Segovia,40,SEGOVIA,07,CASTILLA Y LEÓN,40002,0,1,GENERAL,1,SEGURIDAD SOCIAL,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,N,S,400019,N,N,S,,N,gerente.hgse@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0
400045,HOSPITAL RECOLETAS SEGOVIA NTRA. SRA. DE LA MISERICORDIA,"CALLE DR. VELASCO, 21-23",921460115,,921460117,401945,Segovia,40,SEGOVIA,07,CASTILLA Y LEÓN,40003,48,1,GENERAL,13,OTRO PRIVADO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,direccion.medica.hrsg@gruporecoletas.com,1,1,0,0,0,0,0,0,0,0,1,1,0
400058,UNIDAD DE REHABILITACIÓN PSIQUIÁTRICA NTRA. SRA. DE LA FUENCISLA,"CTRA. DE LA GRANJA, KM. 7",921421800,,921420080,401556,Palazuelos de Eresma,40,SEGOVIA,07,CASTILLA Y LEÓN,40194,56,6,PSIQUIÁTRICO,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,N,N,N,,N,N,N,,S,centrolafuencisla@dipsegovia.es,0,0,0,0,0,0,0,0,0,0,0,0,0
410016,HOSPITAL GENERAL DEL H.U. VIRGEN DEL ROCÍO,"AVDA. MANUEL SIUROT, S/N",955012000,,955013465,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410286,N,N,S,,N,huvr@hvr.sas.junta-andalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0
410021,HOSPITAL VIRGEN DE VALME,"CTRA. CÁDIZ-BELLAVISTA, KM. 548,9",955015000,,955015143,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41014,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410303,N,N,S,,N,hospitalvalme.sspa@juntadeandalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0
410042,HOSPITAL VIRGEN MACARENA,"AVDA. DOCTOR FEDRIANI, 3",955008000,,955008021,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41071,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410299,N,N,S,,N,ahvm@hvm.sas.junta-andalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0
410055,HOSPITAL SAN LÁZARO,"AVDA. DOCTOR FEDRIANI, 56",955017800,,955017941,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41009,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410299,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
410074,HOSPITAL VICTORIA EUGENIA DE LA CRUZ ROJA ESPAÑOLA,"AV. CRUZ ROJA, 1",954352082,,954353025,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41009,39,1,GENERAL,11,PRIVADO-BENÉFICO (CRUZ ROJA),20,PRIVADO-BENÉFICO (CRUZ ROJA),N,N,N,,N,N,S,,S,administracion@hospitalveugenia.com,1,0,0,0,0,0,0,0,0,0,1,0,0
410080,HOSPITAL SAN JUAN DE DIOS DE SEVILLA,"AV. EDUARDO DATO, 42",954933870,,954933871,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41005,47,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,sevilla2@sjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0
410093,HOSPITAL DUQUES DEL INFANTADO,"C/ SOR GREGORIA DE SANTA TERESA, S/N",955016300,,955016310,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41012,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410286,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
410107,CLÍNICA SANTA ISABEL,"LUIS MONTOTO, 100",954919000,,954571170,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41018,96,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,,1,1,0,1,0,0,0,0,0,0,1,1,30
410114,HOSPITAL QUIRONSALUD SAGRADO CORAZÓN,"RAFAEL SALGADO, 3",954937676,,954628155,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,147,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,,1,2,0,1,0,0,0,0,0,0,1,0,0
410129,HOSPITAL FÁTIMA,"GLORIETA DE MÉXICO, 1",954613300,,955040362,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41012,73,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@hospitalfatima.es,1,1,0,1,1,0,0,0,0,0,1,1,1
410135,HOSPITAL QUIRONSALUD INFANTA LUISA,"SAN JACINTO, 87",954330100,,954001824,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41010,139,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,obdulio@infantaluisa.com,1,2,1,1,0,1,0,2,0,1,1,1,2
410191,CLÍNICA NUESTRA SEÑORA DE ARÁNZAZU,"C/ JESÚS DEL GRAN PODER, 29",954382110,,954907675,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41002,10,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,direccion@clinicaaranzazu.com,0,0,0,0,0,0,0,0,0,0,0,0,0
410212,RESIDENCIA DE SALUD MENTAL NUESTRA SEÑORA DEL CARMEN,"AV. RIO PUDIO, S/N",955723391,,954905674,410172,Bormujos,41,SEVILLA,01,ANDALUCÍA,41930,54,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,rescudero@trajanoxxv.com,0,0,0,0,0,0,0,0,0,0,0,0,0
410227,HOSPITAL EL TOMILLAR,"CTRA. ALCALÁ-DOS HERMANAS, KM. 6",955016000,,955016032,410042,Alcalá de Guadaíra,41,SEVILLA,01,ANDALUCÍA,41500,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,S,410303,N,N,N,,N,hospitalvalme.sspa@juntadeandalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0
410233,HOSPITAL SAN AGUSTÍN,"PROLONGACIÓN DOCTOR FLEMING, SECTOR 13, S/N",955050570,,955050578,410384,Dos Hermanas,41,SEVILLA,01,ANDALUCÍA,41703,93,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,,1,2,0,0,0,0,0,0,0,0,1,0,0
410248,HOSPITAL DE ALTA RESOLUCIÓN DE MORÓN DE LA FRONTERA,"PLAZA DE SAN FRANCISCO, S/N",954851008,,954852083,410652,Morón de la Frontera,41,SEVILLA,01,ANDALUCÍA,41530,12,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,1,0,0
410251,HOSPITAL LA MERCED,"AVDA. DE LA CONSTITUCIÓN, 2",955077200,,955077217,410687,Osuna,41,SEVILLA,01,ANDALUCÍA,41640,225,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,N,dgerencia.aso.sspa@juntadeandalucia.es,2,0,0,0,0,0,0,0,0,0,2,0,0
410286,HOSPITAL UNIVERSITARIO VIRGEN DEL ROCÍO,"AVDA. MANUEL SIUROT, S/N",955013466,,955013465,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,1350,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,S,N,,N,N,S,,N,,8,4,4,3,4,1,0,5,1,1,5,1,50
410299,HOSPITAL UNIVERSITARIO VIRGEN MACARENA,"AVDA. DOCTOR FEDRIANI, 3",955008000,,955008021,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41009,960,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,S,N,,N,N,S,,N,secretariadireccionger.hvm.sspa@juntadeandalucia.es,5,1,0,3,0,0,0,3,3,0,4,2,37
410303,HOSPITAL UNIVERSITARIO VIRGEN DE VALME,"AVDA. DE BELLAVISTA, S/N",955015160,,955015186,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41014,617,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,S,N,,N,N,S,,N,hospitalvalme.sspa@juntadeandalucia.es,2,1,0,2,0,1,0,0,0,0,3,0,10
410325,"FREMAP, HOSPITAL Y CENTRO DE REHABILITACIÓN DE SEVILLA","AV. DE JEREZ, S/N",954249102,,954249283,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41014,102,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,N,N,N,,N,N,S,,N,,1,1,0,0,0,0,0,0,0,0,0,0,0
410346,HOSPITAL PSIQUIÁTRICO PENITENCIARIO,"CRTA. TORREBLANCA-MAIRENA, KM. 3,5",955616666,,955614300,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41007,26,6,PSIQUIÁTRICO,4,MINISTERIO DE INTERIOR,14,ADMINISTRACIÓN PENITENCIARIA,N,N,N,,N,N,S,,N,director.sevillaps@dgip.mir.es,0,0,0,0,0,0,0,0,0,0,0,0,0
410353,HOSPITAL SAN JUAN DE DIOS DEL ALJARAFE,"AVDA. SAN JUAN DE DIOS, S/N",955050550,,955059162,410172,Bormujos,41,SEVILLA,01,ANDALUCÍA,41930,200,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,S,,1,1,0,0,0,0,0,0,0,0,2,0,0
410375,HOSPITAL NISA SEVILLA-ALJARAFE,"AVDA. PLACIDO FERNANDEZ VIAGAS, S/N",954464000,,954161503,410299,Castilleja de la Cuesta,41,SEVILLA,01,ANDALUCÍA,41950,148,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,sevillaaljarafe@hospitales.nisa.es,1,1,0,1,1,1,0,0,0,0,1,1,2
410386,HOSPITAL DE ALTA RESOLUCIÓN DE UTRERA,"BRIGADAS INTERNACIONALES, S/N",955839097,,955099147,410956,Utrera,41,SEVILLA,01,ANDALUCÍA,41710,14,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,secretaria.chare.utrera.sspa@juntadeandalucia.es,1,0,0,0,1,0,0,0,0,0,1,0,0
410397,HOSPITAL DE ALTA RESOLUCIÓN SIERRA NORTE,"DR. LARRAURI, S/N",955889037,,955889110,410331,Constantina,41,SEVILLA,01,ANDALUCÍA,41450,8,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0
410409,HOSPITAL VIAMED SANTA ÁNGELA DE LA CRUZ,"AVDA. DE JEREZ, 59",954032000,,954032001,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,105,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,gpc@viamedsantaangeladelacruz.com,1,1,0,0,0,0,0,0,0,0,1,0,0
410419,HOSPITAL DE ALTA RESOLUCIÓN DE ÉCIJA,"AV. DOCTOR SÁNCHEZ MALO, 73",,,,410397,Écija,41,SEVILLA,01,ANDALUCÍA,41400,38,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0
410432,CLÍNICA DE SALUD MENTAL MIGUEL DE MAÑARA,"C/ HERMANOS DE LA CRUZ BLANCA, 1 (MONTEQUINTO)",954127033,,,410384,Dos Hermanas,41,SEVILLA,01,ANDALUCÍA,41089,18,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,direccion@samuwellness.com,0,0,0,0,0,0,0,0,0,0,0,0,0
410443,HOSPITAL DE REHABILITACIÓN Y TRAUMATOLOGÍA VIRGEN DEL ROCÍO,"AVDA. MANUEL SIUROT, S/N",955012000,,955013473,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,0,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,S,410286,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
410454,HOSPITAL DE ALTA RESOLUCIÓN DE LEBRIJA,"AVDA. EL CUERVO, S/N",,,,410536,Lebrija,41,SEVILLA,01,ANDALUCÍA,41740,22,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0
410465,HOSPITAL INFANTIL,"AVDA. MANUEL SIUROT, S/N",955012000,,955013473,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,0,4,INFANTIL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,S,410286,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
410476,HOSPITAL DE LA MUJER,"AVDA. MANUEL SIUROT, S/N",955012000,,955013473,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,S,410286,S,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0
420011,HOSPITAL SANTA BÁRBARA,"Pº SANTA BÁRBARA, S/N",975234300,,975234305,421736,Soria,42,SORIA,07,CASTILLA Y LEÓN,42005,0,1,GENERAL,1,SEGURIDAD SOCIAL,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,N,S,420040,N,N,S,,N,gerente.hsor@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0
420026,HOSPITAL VIRGEN DEL MIRÓN,"CTRA. DE LOGROÑO, 8",975220850,,975220547,421736,Soria,42,SORIA,07,CASTILLA Y LEÓN,42005,0,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,N,S,420040,N,N,S,,N,gerente.hsor@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0
420040,COMPLEJO ASISTENCIAL DE SORIA,"Pº. STA. BÁRBARA, S/N",975234300,,975234305,421736,Soria,42,SORIA,07,CASTILLA Y LEÓN,42005,319,1,GENERAL,9,ENTIDADES PÚBLICAS,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,S,N,,N,N,S,,N,gerente.hsor@saludcastillayleon.es,2,1,0,0,0,0,0,0,0,0,1,1,23
430017,HOSPITAL UNIVERSITARI JOAN XXIII DE TARRAGONA,"CR DOCTOR MALLAFRÉ GUASCH, 4",977295800,977295857,977224011,431482,Tarragona,43,TARRAGONA,09,CATALUÑA,43005,372,1,GENERAL,1,SEGURIDAD SOCIAL,3,INSTITUTO CATALÁN DE LA SALUD,S,N,N,,N,N,S,,Xhup,rramon@hjxxiii.scs.es / hospital@hj23.es,3,1,2,1,1,0,0,0,0,0,0,1,13
430022,HOSPITAL SOCIOSANITARI FRANCOLÍ,"CR DOCTOR MALLAFRE GUASCH, S/N",977232714,977232714,977237844,431482,Tarragona,43,TARRAGONA,09,CATALUÑA,43005,156,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,18,OTROS PÚBLICOS,N,N,N,,N,N,S,,N,gipss@gencat.cat,0,0,0,0,0,0,0,0,0,0,0,0,0
430043,HOSPITAL DE SANT PAU I SANTA TECLA,"RB VELLA, 14",977259900,977259900,977234942,431482,Tarragona,43,TARRAGONA,09,CATALUÑA,43003,186,1,GENERAL,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,S,N,N,,N,N,S,,Xhup,gloria@sv.ftecla.es,1,0,0,0,0,0,0,0,0,0,0,0,0
430056,HOSPITAL VIAMED MONEGAL,"CR LÓPEZ PELÁEZ, 15-17",977225012,977225012,977244568,431482,Tarragona,43,TARRAGONA,09,CATALUÑA,43002,53,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,jniubo@viamedmonegal.com,1,0,0,0,0,0,0,0,0,0,1,1,0
430069,CLÍNICA ACTIVA MÚTUA 2008,"CR PIN I SOLER, 12",977217900,977217900,977230716,431482,Tarragona,43,TARRAGONA,09,CATALUÑA,43002,22,14,OTROS MONOGRÁFICOS,10,MATEP,19,MATEP,N,N,N,,N,N,S,,N,tcabre@activamutua.es,0,0,0,0,0,0,0,0,0,0,0,0,0
430081,HOSPITAL COMARCAL MÓRA D'EBRE,"CR BENET MESSEGUER, S/N",977401863,977401674,977401214,430939,Móra d'Ebre,43,TARRAGONA,09,CATALUÑA,43740,120,1,GENERAL,6,COMUNIDAD AUTÓNOMA,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,Xhup,dtorras@grupsgs.com,0,0,0,0,0,0,0,0,0,0,0,0,0
430094,HOSPITAL UNIVERSITARI DE SANT JOAN DE REUS,"AV JOSEP LAPORTE, 2",977310300,977310300,977323690,431233,Reus,43,TARRAGONA,09,CATALUÑA,43204,313,1,GENERAL,8,MUNICIPIO,17,MUNICIPIO,S,N,N,,N,N,N,,Xhup,abrunet@grupsgs.com,1,1,1,0,0,0,0,2,0,1,1,1,0
430108,CENTRE MQ REUS,"CR ANTONI GAUDÍ, 26",977010800,977010800,977317399,431233,Reus,43,TARRAGONA,09,CATALUÑA,43203,50,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,Xhup,dadm.cmqr@grupsgs.com,2,0,0,0,0,0,0,0,0,0,0,0,0
430115,"VILLABLANCA SERVEIS ASSISTENCIALS, SA","PD BELLISENS, S/N",977390011,977390011,977392363,431233,Reus,43,TARRAGONA,09,CATALUÑA,43205,350,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,rodriguezm@peremata.com,0,0,0,0,0,0,0,0,0,0,0,0,0
430120,"INSTITUT PERE MATA, S.A","CT DE L'INSTITUT PERE MATA, S/N",977338565,977341656,977319400,431233,Reus,43,TARRAGONA,09,CATALUÑA,43206,727,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,N,ipm@peremata.com,0,0,0,0,0,0,0,0,0,0,0,0,0
430167,HOSPITAL DE TORTOSA VERGE DE LA CINTA,"CR ESPLANETES, 44",977519100,977519100,977519111,431554,Tortosa,43,TARRAGONA,09,CATALUÑA,43500,248,1,GENERAL,1,SEGURIDAD SOCIAL,3,INSTITUTO CATALÁN DE LA SALUD,S,N,N,,N,N,N,,Xhup,htvc@tinet.fut.es,1,1,0,0,0,0,0,0,0,0,0,0,0
430173,HOSPITAL DE LA SANTA CREU,"PS MOSSÈN VALLS BARTOMEU, 1",977500533,977501522,977500085,431554,Tortosa,43,TARRAGONA,09,CATALUÑA,43590,250,13,GERIATRÍA Y/O LARGA ESTANCIA,8,MUNICIPIO,17,MUNICIPIO,N,N,N,,N,N,N,,N,lopd@grupsagessa.com,0,0,0,0,0,0,0,1,0,0,0,0,37
430189,CLÍNICA TERRES DE L'EBRE,"PL JOAQUIM  BAU, 6-8",977588200,977588200,977588195,431554,Tortosa,43,TARRAGONA,09,CATALUÑA,43500,40,1,GENERAL,8,MUNICIPIO,17,MUNICIPIO,N,N,N,,N,N,N,,Xhup,clinicatortosa@grupsagessa.cat,0,0,0,0,0,0,0,0,0,0,1,0,0
430213,POLICLÍNICA COMARCAL DEL VENDRELL.,"AV SANTA OLIVA, 1-13",977660140,977660140,977666337,431401,Santa Oliva,43,TARRAGONA,09,CATALUÑA,43710,136,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,elvendrell@policlinicacomarcal.com,0,1,0,0,0,0,0,0,0,0,1,1,0
430228,PIUS HOSPITAL DE VALLS,"PL SANT FRANCESC, S/N",977613000,977613000,977605014,431613,Valls,43,TARRAGONA,09,CATALUÑA,43800,142,1,GENERAL,9,ENTIDADES PÚBLICAS,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,Xhup,mclofent@piushospital.org,1,0,0,0,0,0,0,0,0,0,0,0,20
430234,RESIDÈNCIA ALT CAMP,"CM DEL BOSC, S/N",977600292,977600292,977603814,431613,Valls,43,TARRAGONA,09,CATALUÑA,43800,50,13,GERIATRÍA Y/O LARGA ESTANCIA,9,ENTIDADES PÚBLICAS,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,residenciaaltcamp@piushospital.cat,0,0,0,0,0,0,0,0,0,0,0,0,0
430249,CENTRE SOCIOSANITARI CIUTAT DE REUS,"CM DE TARRAGONA, 10",977300021,977300021,977772601,431233,Reus,43,TARRAGONA,09,CATALUÑA,43204,85,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,info@stsgrup.org,0,0,0,0,0,0,0,0,0,0,0,0,0
430252,HOSPITAL COMARCAL D'AMPOSTA,"CR JACINT VERDAGUER, 11",977700050,977700050,977702894,430141,Amposta,43,TARRAGONA,09,CATALUÑA,43870,88,1,GENERAL,8,MUNICIPIO,17,MUNICIPIO,N,N,N,,N,N,N,,Xhup,jasaa@grupsagessa.cat,0,1,0,0,0,0,0,0,0,0,1,0,0
430265,CENTRE SOCIOSANITARI LLEVANT,"CR JOAN FUSTER ORTELLS, S/N",977239412,977239412,977236628,431482,Tarragona,43,TARRAGONA,09,CATALUÑA,43007,60,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,N,jmadsera@sv.ftecla.es,0,0,0,0,0,0,0,0,0,0,0,0,0
430276,RESIDÈNCIA VILA-SECA,"CR REQUET DE FÈLIX, 35",977395825,977395825,,431711,Vila-seca,43,TARRAGONA,09,CATALUÑA,43480,35,13,GERIATRÍA Y/O LARGA ESTANCIA,8,MUNICIPIO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,mutuam@mutuam.com,0,0,0,0,0,0,0,0,0,0,0,0,0
430287,UNITAT POLIVALENT EN SALUT MENTAL D'AMPOSTA,"CR AMÈRICA, 15",977338565,977338565,,430141,Amposta,43,TARRAGONA,09,CATALUÑA,43870,127,6,PSIQUIÁTRICO,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,N,,N,fpmte@peremata.com,0,0,0,0,0,0,0,0,0,0,0,0,0
430298,HOSPITAL DEL VENDRELL,"CT N-340, 1193",977257900,977257900,977257915,431634,"Vendrell, El",43,TARRAGONA,09,CATALUÑA,43700,120,1,GENERAL,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,N,,Xhup,,1,0,0,0,0,0,0,0,0,0,1,0,0
430300,CENTRE SOCIOSANITARI I RESIDÈNCIA ASSISTIDA SALOU,"AV PAU CASALS, 3",977774705,977774705,977774705,439057,Salou,43,TARRAGONA,09,CATALUÑA,43840,30,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,salouassistencial@stsgrup.org,0,0,0,0,0,0,0,0,0,0,0,0,0
430322,RESIDÈNCIA SANTA TECLA PONENT,"CR MENORCA, 26",977540678,977540678,977922011,431482,Tarragona,43,TARRAGONA,09,CATALUÑA,43006,70,13,GERIATRÍA Y/O LARGA ESTANCIA,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,N,megarcia@xarxatecla.cat,0,0,0,0,0,0,0,0,0,0,0,0,0
430333,UNITAT DE REFERÈNCIA DE PSIQUIATRIA I TRASTORNS DE LA CONDUCTA ALIMENTÀRIA (URPI),"AV JOSEP LAPORTE, 2",977338565,977338565,,431233,Reus,43,TARRAGONA,09,CATALUÑA,43204,20,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,S,N,N,,N,imp@peremata.com,0,0,0,0,0,0,0,0,0,0,0,0,0
440012,HOSPITAL OBISPO POLANCO,AVDA RUIZ JARABO S/N,978654000,,978654195,442160,Teruel,44,TERUEL,02,ARAGÓN,44002,215,1,GENERAL,1,SEGURIDAD SOCIAL,30,SERVICIO ARAGONÉS DE SALUD-SALUD,S,N,N,,N,N,S,,N,buzgen.holp@salud.aragon.es,1,1,0,0,0,0,0,0,0,0,1,0,21
440027,HOSPITAL SAN JOSÉ,"AV. ZARAGOZA, 16",978654070,,978654071,442160,Teruel,44,TERUEL,02,ARAGÓN,44001,50,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,30,SERVICIO ARAGONÉS DE SALUD-SALUD,S,N,N,,N,N,S,,N,aestebanm@salud.aragon.es,0,0,0,0,0,0,0,0,0,0,1,0,0
440033,CENTRO DE REHABILITACION PSICOSOCIAL SAN JUAN DE DIOS,"AV. DE ZARAGOZA, 10",978654040,978654044,978654041,442160,Teruel,44,TERUEL,02,ARAGÓN,44001,150,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,30,SERVICIO ARAGONÉS DE SALUD-SALUD,S,N,N,,N,N,S,,N,hpsiquiteruel@aragon.es,0,0,0,0,0,0,0,0,0,0,0,0,0
